评论标题,评论内容,标签
阿Q菲菲特的自己可怜之处,在笨蛋菲特1991不断的给自己洗脑声中，笨蛋菲特1991付出了很高的价格进场。 风险来自你不知道自己正在做什么  因为你没做过企业的老板所以才会把投资股市和做老板当做一回事 只会沾沾自喜那曾经大赚过了五万元！！,中性
银行股每股经营现金流，难道是负数的好为什么招商银行负数的反而是最好的想不通啊,银行股每股经营现金流，难道是负数的好？为什么招商银行负数的反而是最好的？想不通啊。。。。,中性
小心抄一手shi,今天庄家玩的,中性
很快又回到8.5元,很快又回到8.5元,中性
快买002377破净半年盈利动态13,快买002377破净半年盈利动态13,中性
5倍多的PE，净资产折价卖给你，这么优良的金融资产你要是现在没参与其中的话，过一段时间肯定会后悔，光说风险风险，该你赚到的钱你没赚到也是风险！修振咏,5倍多的PE，净资产折价卖给你，这么优良的金融资产你要是现在没参与其中的话，过一段时间肯定会后悔，光说风险风险，该你赚到的钱你没赚到也是风险！修振咏,负向
快买，大盘跳水,快买，大盘跳水,负向
民生等银行股是短线的好目标,介入搏短线,正向
明天明生开启暴力拉升阶段，韭菜们注意接盘,明天明生开启暴力拉升阶段，韭菜们注意接盘,负向
别着急，民生银行肯定要跌倒6元左右,别着急，民生银行肯定要跌倒6元左右,负向
短期趋势：强势上涨过程中，可逢低买进，暂不考虑做空。,短期趋势：强势上涨过程中，可逢低买进，暂不考虑做空。,正向
冷血淫行,冷血淫行,负向
舵手聚会看天下谁是英雄,群英会,中性
三季报1.07元,三季报1.07元,中性
一下就挺上去了,不好看,负向
网购机快递迅速普及关注小盘包装龙头,网购机快递迅速普及关注小盘包装龙头 合兴包装(002228),中性
又阳萎了,又阳萎了,负向
年报不好看，怕大家看了晚上睡不着觉,年报不好看，怕大家看了晚上睡不着觉,负向
各家银行的PB统计，已经逐步进入消灭1以下的阶段了，工商1.08,代码 名称 PB 002142 宁波银行 1.79 002807 江阴银行 1.78 600908 无锡银行 1.73 603323 吴江银行 1.72 601128 常熟银行 1.72 600036 招商银行 1.57 601997 贵阳银行 1.44 601009 南京银行 ...,中性
建议公司关门变卖资产分给各位股东,建议公司关门 变卖资产 分给各位股东,负向
挤上最后一班车,挤上银行股最后一班车,正向
记忆是一种相聚的方式,记忆是一种相聚的方式,中性
北京住建委发布白皮书：确保2017年房价环比不增长,北京住建委发布白皮书：确保2017年房价环比不增长,中性
眉毛上的汗水和眉毛下的泪水，你必须选择一样！,眉毛上的汗水和眉毛下的泪水，你必须选择一样！,负向
通胀冷却料不会延后美联,望城地块 溢价达150%,中性
来来我来给你解释分红为啥交税，为啥除权，我们现在交易的股票，都是你的上家卖给,来来我来给你解释分红为啥交税，为啥除权，! 我们现在交易的股票，都是你的上家卖给你。不是公司卖给你的，就好比买房，开发商卖给你后，房子涨价后你卖出，得的利润是你的，而不是开发商，我们现在买的股票就好比买的二手房！至于分红是公司赚钱了，这钱是公司财务拿出来的，除权是因为怕股价波动过大造成恐慌，所有市场都是要除权的，最后是税收就好比你工资要交税一样！，重点是你买卖的股票不是公司卖给你的，是你的上一家投...,中性
我看了财务数据挺不错的，都在盈利，为什么市场不看好出什么问题了吗,我看了财务数据挺不错的，都在盈利，为什么市场不看好?出什么问题了吗？,中性
银行股中估值最低,为什么自己不增持？,负向
在这里拉人是不是想叫点小散去接盘呀,在这里拉人是不是想叫点小散去接盘呀,负向
好好的银行不老实服务企业，每次罚款都有它，还让这样的企业企业上市，老百姓能相信这,好好的银行不老实服务企业，每次罚款都有它，还让这样的企业企业上市，老百姓能相信这样的银行嘛,负向
请问有哪位朋友费的股票是赚钱的,请问有哪位朋友费的股票是赚钱的,正向
看好民生的股票但看衰笨蛋菲特91,这个观点贯穿几年 重来都没矛盾过 自认为看衰笨蛋菲特就是看衰民生银行的脑子可以修理一下了,正向
狸，你来了狸，你来了,狸，你来了狸，你来了,中性
真正黑马！！环保新能源000040东旭蓝天回购股权，利润爆增！,真正黑马！！环保+新能源000040东旭蓝天回购股权，利润爆增！,正向
略好于预期啊,业绩增长,正向
真正努力过的人，就会明白天赋的重要。,真正努力过的人，就会明白天赋的重 要。,中性
待会去销户傲傲傲,待会去销户[傲][傲][傲],负向
连续5天投资者联系电话无人接听,连续5天投资者联系电话无人接听，难道是通信问题,负向
也只想回本离开这个吸血鬼。,也只想回本离开这个吸血鬼。,负向
三天涨一分。一周涨二分。一年就将近二十个点。有几个这样的股。场外资金会大,三天涨一分。 一周涨二分。 一年就将近二十个点。 有几个这样的股。 场外资金会大举买入的。 其它股大部分是主力自救。 低估的好股有钱就加吧。 如果安邦再加仓，就更牛了。,负向
破位啊，剩下的一半也割了。买了好几个月，每股亏损1块多。,破位啊，剩下的一半也割了。买了好几个月，每股亏损1块多。,负向
昨天收盘几分钟高潮了，射了，今天就一直软，岁数大了要等二十几天才能再高潮一次,昨天收盘几分钟高潮了，射了，今天就一直软，岁数大了要等二十几天才能再高潮一次,负向
倒闭在即吗,不平安,负向
这股应停盘1年,没人理它,负向
今天股价7.9，净资产约估计9.5，pb0.83,大家说多少,中性
垃圾民生，涨不起来，跌就一点不含糊,垃圾民生，涨不起来，跌就一点不含糊～,负向
我认输半个月没见涨的,我认输 半个月没见涨的,负向
善于总结,善于总结,中性
奉旨压盘困顿,奉旨压盘[困顿],负向
为了发新股拉,为了发新股拉,中性
回到民生吧瞅瞅，小散还在对骂中......从康美药业金地集团1000ETF,回到民生吧瞅瞅，小散还在对骂中...... 从康美药业、金地集团、1000ETF出来，到民生吧看看，小散还在对骂中......，累不累？,负向
银行股拿来压仓打新，证券股炒一把，还是很划算，只要不是大涨大跌就可以啦。,银行股拿来压仓打新，证券股炒一把，还是很划算，只要不是大涨大跌就可以啦。,中性
一个在光明中睡着,一个在光明中睡着,负向
明天新低，垃圾,明天新低，垃圾,负向
啪啪。没什么。不论如何都有代价。人心齐，泰山移。臣妾做不到啊.散户亏了无怨无悔，,啪啪。没什么。不论如何都有代价。人心齐，泰山移。臣妾做不到啊.散户亏了无怨无悔，有的屡败屡战，有的默默离开。谁在做空，谁在比散户离开，谁在亏着百姓的钱，却在赚着自己的钱。散户在战斗，又站在山岗上。向我开炮，向我开炮。围观的走了，机构走了。期盼吧，还有下一次救市，可是你...,负向
请问懂行的高手！银监会印发商业银行股权管理办法限制主要股东入股数量！和银监会就,请问懂行的高手！银监会印发商业银行股权管理办法限制主要股东入股数量！和银监会就《商业银行大额风险暴露管理办法》公开征求意见，这两个消息对银行利空吗？谢谢！,中性
半年报来临，该如何应对,半年报来临，该如何应对？,中性
放心买，老板在顶着，今天要是跌到8.10，我借钱入个几千股,放心买，老板在顶着，今天要是跌到8.10，我借钱入个几千股,正向
完了完了完了，大盘都成这样了,完了完了完了，大盘都成这样了,负向
今天得见红，被我言中了。,今天得见红，被我言中了。,正向
你妈上涨跌，你不涨也跌,你妈上涨跌，你不涨也跌,负向
真能忽悠，，看空的都卖了吧，，找市场里涨的快的，，看多的留下，，这对个股和你都好,真能忽悠，，看空的都卖了吧，，找市场里涨的快的，，看多的留下，，这对个股和你都好,正向
13.42全部卖出，不知还有没机会低点再接回有些小后悔，应该留一半的。,13.42全部卖出，不知还有没机会低点再接回？有些小后悔，应该留一半的。,正向
为啥一直跌,为啥一直跌,负向
天均线是钢铁铸就的,天均线是钢铁铸就的,中性
进了,进了,正向
坚定持股越跌越买感觉就要开涨了,坚持下去 [加油],正向
惨不忍睹！14元的本！！,[亏大了],负向
辣鸡董事长，该撤职查办,辣鸡董事长，该撤职查办,负向
上下一分游戏玩到收盘,上下一分游戏玩到收盘,正向
人在做，天在看！祝一切喷子能够平安！,人在做，天在看！祝一切喷子能够平安！,中性
三一重工算你狠有胆砸到底,三一重工算你狠有胆砸到底,负向
一边拉升一边建仓步入慢牛,稳住了 跑赢大盘 步入慢牛,正向
小散爆买坚决回避,这么好的股票真是可惜了，小散爆买坚决不能碰。一定会等小散磨出来才有戏。,负向
不到14不卖,不到14不卖,中性
快买啊，杀比们，快来来来,快买啊，杀比们，快来来来,负向
中国人寿，继续看好，下周继续翻红,难道你还想错过吗,正向
好困惑好困惑好困惑,[好困惑][好困惑][好困惑],负向
量缩，三天未创新高，指标背离，感觉是假突破。,量缩，三天未创新高，指标背离，感觉是假突破。,负向
两天亏了三个点，放着了断线变长线,两天亏了三个点，放着了断线变长线,负向
